Letter reference,Author name,Author API,Author gender,Author DOB,Relation to recipient,Recipient,Recipient API,Recipient gender,Recipient DOB,Relation to author,Change from 2006?,Order of Gardiner letters in file
SIGNET_028,HENRY_V_SIGNET[HETHE],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_029,HENRY_V_SIGNET[HETHE?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_030,HENRY_V_SIGNET[CAUD?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_031,HENRY_V_SIGNET[HETHE],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_032,HENRY_V_SIGNET[SHIRYNGTON?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_033,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_034,HENRY_V_SIGNET[HETHE],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_035,HENRY_V_SIGNET[HAND_Y],CLERK,MALE,,,PRIVY_COUNCIL,,MALE,,,ok,
SIGNET_036,HENRY_V_SIGNET[SHYRYNGTON?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_037,HENRY_V_SIGNET[HETHE?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_038,HENRY_V_SIGNET[TOLY],CLERK,MALE,,BROTHER,JOHN_OF_LANCASTER,DUKE_OF_BEDFORD,MALE,1389,BROTHER,ok,
SIGNET_039,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_040,HENRY_V_SIGNET[CHANCERY4],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_041,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_042,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_043,HENRY_V_SIGNET[NON-CHANCERY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_044,HENRY_V_SIGNETRIEU,CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_045,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_046,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_047,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_048,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,BROTHER,JOHN_OF_LANCASTER,DUKE_OF_BEDFORD,MALE,1389,BROTHER,ok,
SIGNET_049,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_050,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_051,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_052,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_053,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_054,HENRY_V_SIGNET[CAUD],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_055,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_056,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_057,HENRY_V_SIGNET[TOLY],CLERK,MALE,,BROTHER,JOHN_OF_LANCASTER,DUKE_OF_BEDFORD,MALE,1389,BROTHER,ok,
SIGNET_058,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,JOHN_OF_LANCASTER,DUKE_OF_BEDFORD,MALE,1389,,ok,
SIGNET_059,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,JOHN_OF_LANCASTER,DUKE_OF_BEDFORD,MALE,1389,,ok,
SIGNET_060,HENRY_V_SIGNET[CHANCERY5],CLERK,MALE,,,JOHN_OF_LANCASTER,DUKE_OF_BEDFORD,MALE,1389,,ok,
SIGNET_061,HENRY_V_SIGNET[HENRY5?],CLERK,MALE,,,UNKNOWN_RECIPIENT_2,,MALE,,,ok,
SIGNET_062,HENRY_V_SIGNET[CHANCERY6],CLERK,MALE,,,PRIVY_COUNCIL,,MALE,,,ok,
SIGNET_063,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_064,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,BROTHER,HUMPHREY_OF_LANCASTER,DUKE_OF_GLOUCESTER,MALE,1390,BROTHER,ok,
SIGNET_065,HENRY_V_SIGNETRIEU?,CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_066,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_067,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_068,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,BROTHER,HUMPHREY_OF_LANCASTER[&_PRIVY_COUNCIL],DUKE_OF_GLOUCESTER,MALE,1390,BROTHER,ok,
SIGNET_069,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_070,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_071,HENRY_V_SIGNETRIEU,CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_072,HENRY_V_SIGNET[CHANCERY7],CLERK,MALE,,BROTHER,HUMPHREY_OF_LANCASTER[&_PRIVY_COUNCIL],DUKE_OF_GLOUCESTER,MALE,1390,BROTHER,ok,
SIGNET_073,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_074,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_075,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_076,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_077,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_078,HENRY_V_SIGNET[HETHE],CLERK,MALE,,BROTHER,HUMPHREY_OF_LANCASTER[&_PRIVY_COUNCIL],DUKE_OF_GLOUCESTER,MALE,1390,BROTHER,ok,
SIGNET_079,HENRY_V_SIGNET[HETHE],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_080,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_081,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_082,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_083,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_084,HENRY_V_SIGNET[DEPEDEN],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_085,HENRY_V_SIGNET[DEPEDEN],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_086,HENRY_V_SIGNET[DEPEDEN],CLERK,MALE,,,PRIVY_COUNCIL,,MALE,,,ok,
SIGNET_087,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_088,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_089,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_090,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_091,HENRY_V_SIGNET[SHIRYNGTON],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_092,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_093,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SMYTH_001,THOMAS_MORGAN,SHERIFF,MALE,,,MATTHEW_SMYTH,,MALE,1533,,ok,
SMYTH_002,THOMAS_MORGAN,SHERIFF,MALE,,,MATTHEW_SMYTH,,MALE,1533,,ok,
SMYTH_003,JANE_SMYTH[N.TEWTHER],,FEMALE,,WIFE,MATTHEW_SMYTH,,MALE,1533,HUSBAND,ok,
SMYTH_004,CHRISTOPHER_KENN,,MALE,,,JANE_SMYTH[N.TEWTHER],,FEMALE,,,ok,
SMYTH_005,FRANCES_GIFFORD,,FEMALE,,STEPSISTER,HUGH_SMYTH,SIR,MALE,1574,STEPBROTHER,corrected,
SMYTH_006,STEPHEN_SMITH,,MALE,,GODSON/KIN,HUGH_SMYTH,SIR,MALE,1574,GODFATHER/KIN,ok,
SMYTH_007,STEPHEN_SMITH,,MALE,,GODSON/KIN,HUGH_SMYTH,SIR,MALE,1574,GODFATHER/KIN,ok,
SMYTH_008,STEPHEN_SMITH,,MALE,,GODSON/KIN,HUGH_SMYTH,SIR,MALE,1574,GODFATHER/KIN,ok,
SMYTH_009,ELIZABETH_SMYTH[N.GORGES],,FEMALE,,MOTHER,THOMAS_SMYTH,,MALE,1609,SON,ok,
SMYTH_010,ELIZABETH_SMYTH[N.GORGES],,FEMALE,,MOTHER,THOMAS_SMYTH,,MALE,1609,SON,ok,
SMYTH_011,STEPHEN_SMITH,,MALE,,GODSON/KIN,HUGH_SMYTH,SIR,MALE,1574,GODFATHER/KIN,ok,
SMYTH_012,ELIZABETH_SMYTH[N.GORGES],,FEMALE,,MOTHER,THOMAS_SMYTH,,MALE,1609,SON,ok,
SMYTH_013,THOMAS_SMYTH,,MALE,1609,FATHER,HUGH_SMYTH,SIR,MALE,1574,SON,ok,
SMYTH_014,ELIZABETH_SMYTH[N.GORGES],,FEMALE,,MOTHER,THOMAS_SMYTH,,MALE,1609,SON,ok,
SMYTH_015,ELIZABETH_SMYTH[N.GORGES],,FEMALE,,MOTHER,THOMAS_SMYTH,,MALE,1609,SON,ok,
SMYTH_016,ELIZABETH_SMYTH[N.GORGES],,FEMALE,,MOTHER,THOMAS_SMYTH,,MALE,1609,SON,ok,
SMYTH_017,THOMAS_ATKINSON,TUTOR,MALE,1600,,THOMAS_SMYTH,,MALE,1609,,ok,
SMYTH_018,HOMPHREY_BROWNE,MERCHANT,MALE,,,THOMAS_SMYTH,,MALE,1609,,ok,
SMYTH_019,THOMAS_ATKINSON,TUTOR,MALE,1600,,THOMAS_SMYTH,,MALE,1609,,ok,
SMYTH_020,THOMAS_SMYTH,,MALE,1609,NEPHEW,EDWARD_GORGES,LORD,MALE,,UNCLE,ok,
SMYTH_021,JOHN_POULETT,1ST_BARON_POULETT,MALE,1586,FATHER-IN-LAW,THOMAS_SMYTH,,MALE,1609,SON-IN-LAW,ok,
SMYTH_022,JOHN_POULETT,1ST_BARON_POULETT,MALE,1586,FATHER-IN-LAW,THOMAS_SMYTH,,MALE,1609,SON-IN-LAW,ok,
SMYTH_023,THOMAS_SMYTH,,MALE,1609,,WILLIAM_BASSETT,SHERIFF,MALE,,,ok,
SMYTH_024,THOMAS_ATKINSON,TUTOR,MALE,1600,,THOMAS_SMYTH,,MALE,1609,,ok,
SMYTH_025,THOMAS_SMYTH,,MALE,1609,,THOMAS_ATKINSON,TUTOR,MALE,1600,,ok,
SMYTH_026,THOMAS_SMYTH,,MALE,1609,KIN,ARTHUR_DODINGTON,,MALE,,KIN,ok,
SMYTH_027,JOHN_POULETT,1ST_BARON_POULETT,MALE,1586,FATHER-IN-LAW,THOMAS_SMYTH,,MALE,1609,SON-IN-LAW,ok,
SMYTH_028,JOHN_POULETT,1ST_BARON_POULETT,MALE,1586,FATHER-IN-LAW,THOMAS_SMYTH,,MALE,1609,SON-IN-LAW,ok,
SMYTH_029,JOHN_POULETT,1ST_BARON_POULETT,MALE,1586,FATHER-IN-LAW,THOMAS_SMYTH,,MALE,1609,SON-IN-LAW,ok,
SMYTH_030,BAYNHAM_THROCKMORTON,,MALE,,FRIEND,THOMAS_SMYTH,,MALE,1609,FRIEND,ok,
SMYTH_031,BAYNHAM_THROCKMORTON,,MALE,,FRIEND,THOMAS_SMYTH,,MALE,1609,FRIEND,ok,
SMYTH_032,BAYNHAM_THROCKMORTON,,MALE,,FRIEND,THOMAS_SMYTH,,MALE,1609,FRIEND,ok,
SMYTH_033,THOMAS_SMYTH,,MALE,1609,COUSIN,EDWARD_PHELIPS,,MALE,,COUSIN,ok,
STIFFKE_001,EDWARD_COKE,SIR/LAWYER/POLITICIAN(DNB),MALE,1552,,ARTHUR_HEVENINGHAM_&,SIR/LOCAL_POLITICIAN(DNB),MALE,1546?,,ok,
STIFFKE_002,DOROTHY_BACON[N.SMITH],,FEMALE,,GRANDMOTHER?,NAME_UNKNOWN_12,,MALE,,GRANDSON?,ok,
STIFFKE_003,DOROTHY_BACON[N.SMITH],,FEMALE,,MOTHER-IN-LAW,ANNE_TOWNSHEND[N.BACON],LADY,FEMALE,1573,DAUGHTER-IN-LAW,ok,
STOCKWE_001,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_002,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_003,OLIVER_LAMBERT,BARON/SOLDIER/ADMINISTRATOR(DNB),MALE,1560?,,THOMAS_STOCKWELL,CAPTAIN,MALE,,FAMILY_SERVANT,ok,
STOCKWE_004,ELIZABETH_LAMBERT[N.PAULET],,FEMALE,,,THOMAS_STOCKWELL,CAPTAIN,MALE,,,ok,
STOCKWE_005,HESTER_LAMBERT,LADY,FEMALE,1579?,,THOMAS_STOCKWELL,CAPTAIN,MALE,,FAMILY_SERVANT,ok,
STOCKWE_006,OLIVER_LAMBERT,BARON/SOLDIER/ADMINISTRATOR(DNB),MALE,1560?,,THOMAS_STOCKWELL,CAPTAIN,MALE,,FAMILY_SERVANT,ok,
STOCKWE_007,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_008,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_009,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_010,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_011,OLIVER_LAMBERT,BARON/SOLDIER/ADMINISTRATOR(DNB),MALE,1560?,,THOMAS_STOCKWELL,CAPTAIN,MALE,,FAMILY_SERVANT,ok,
STOCKWE_012,HESTER_LAMBERT,LADY,FEMALE,1579?,,THOMAS_STOCKWELL,CAPTAIN,MALE,,FAMILY_SERVANT,ok,
STOCKWE_013,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_014,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_015,HESTER_LAMBERT,LADY,FEMALE,1579?,,THOMAS_STOCKWELL,CAPTAIN,MALE,,FAMILY_SERVANT,ok,
STOCKWE_016,OLIVER_LAMBERT,BARON/SOLDIER/ADMINISTRATOR(DNB),MALE,1560?,,THOMAS_STOCKWELL,CAPTAIN,MALE,,FAMILY_SERVANT,ok,
STOCKWE_017,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_018,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_019,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_020,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_021,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_022,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_023,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_024,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_025,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_026,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_027,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_028,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_029,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_030,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_031,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_032,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_033,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_034,HESTER_LAMBERT,LADY,FEMALE,1579?,,THOMAS_STOCKWELL,CAPTAIN,MALE,,FAMILY_SERVANT,ok,
STOCKWE_035,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_036,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_037,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_038,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_039,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_040,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_041,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_042,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_043,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_044,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_045,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_046,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_047,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_048,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_049,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_050,ANTHONY_ANTONIE,,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN,MALE,,FRIEND,ok,
STOCKWE_051,OLIVER_LAMBERT,BARON/SOLDIER/ADMINISTRATOR(DNB),MALE,1560?,,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FAMILY_SERVANT,ok,
STOCKWE_052,HESTER_LAMBERT[N.FLEETWOOD],LADY,FEMALE,1579?,,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FAMILY_SERVANT,ok,
STOCKWE_053,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_054,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_055,OLIVER_LAMBERT,BARON/SOLDIER/ADMINISTRATOR(DNB),MALE,1560?,,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FAMILY_SERVANT,ok,
STOCKWE_056,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_057,OLIVER_LAMBERT,BARON/SOLDIER/ADMINISTRATOR(DNB),MALE,1560?,,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FAMILY_SERVANT,ok,
STOCKWE_058,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_059,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_060,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_061,OLIVER_LAMBERT,BARON/SOLDIER/ADMINISTRATOR(DNB),MALE,1560?,,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FAMILY_SERVANT,ok,
STOCKWE_062,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_063,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_064,ANTHONY_ANTONIE,LONDON_AGENT,MALE,,FRIEND,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FRIEND,ok,
STOCKWE_065,HESTER_LAMBERT[N.FLEETWOOD],LADY,FEMALE,1579?,,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,FAMILY_SERVANT,ok,
STOCKWE_066,DOWSABELLA_BULLIKER,,FEMALE,,,THOMAS_STOCKWELL,CAPTAIN/BAILIFF,MALE,,,ok,
